,Status ID,Customer ID,Count_x,Quarter_x,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Service ID,Count_y,Quarter_y,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
3535,TFVHAQ2514,7338-ERIVA,1,Q3,3,Stayed,No,0,61,4003,,,KZSVCFMVH3425,1,Q3,No,0,39,Offer C,No,0.0,No,Yes,DSL,13,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.05,1790.6,0.0,0,0.0,1790.6,1,Male,40,No,No,No,No,0
3536,QCDQOV3924,8259-NFJTV,1,Q3,3,Stayed,No,0,45,5996,,,LMWNNTRJR6226,1,Q3,Yes,8,7,,No,0.0,No,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.65,246.6,0.0,0,0.0,246.6,1,Female,37,No,No,Yes,Yes,1
3537,GCGBLW9515,6968-GMKPR,1,Q3,3,Stayed,No,0,80,5167,,,MMRIYEYPN4618,1,Q3,No,0,55,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,5738.2,1,Female,39,No,No,No,No,0
3538,MLRUQT4931,4751-ERMAN,1,Q3,3,Stayed,No,0,35,4171,,,YXAFPLWGB1224,1,Q3,Yes,7,72,,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0.0,0,3035.52,8515.77,1,Male,43,No,No,Yes,No,0
3539,QXKVNO5679,1436-ZMJAN,1,Q3,5,Stayed,No,0,79,2709,,,HIMVMNDTC3962,1,Q3,Yes,6,10,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0.0,0,370.8,1023.95,1,Female,62,No,No,Yes,No,0
3540,DKMACC6249,0799-DDIHE,1,Q3,5,Stayed,No,0,68,3103,,,RJCYKWSRG3968,1,Q3,Yes,7,15,Offer D,Yes,24.27,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.3,639.45,0.0,0,364.05,1003.5,1,Female,24,Yes,No,Yes,Yes,3
3541,AIREGE6447,3070-FNFZQ,1,Q3,4,Stayed,No,0,33,4698,,,WFHPGQZYM1171,1,Q3,Yes,1,23,Offer D,Yes,39.59,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,478.75,0.0,0,910.57,1389.32,1,Female,48,No,No,Yes,Yes,1
3542,BEENKB3666,2812-SFXMJ,1,Q3,3,Joined,No,0,27,4221,,,GWRZWNDAZ9733,1,Q3,No,0,1,,Yes,7.66,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,7.66,27.71,1,Male,46,No,No,No,Yes,3
3543,FMFHQX7291,5014-WUQMG,1,Q3,3,Stayed,No,0,68,5793,,,THRDEIFML9459,1,Q3,Yes,1,47,Offer B,Yes,15.59,No,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0.0,0,732.73,5124.18,1,Male,23,Yes,No,Yes,Yes,2
3544,WUYRUL1115,5312-TSZVC,1,Q3,5,Stayed,No,0,34,4818,,,HKFOTHZFY8961,1,Q3,No,0,15,,Yes,23.56,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,0,353.4,624.0,1,Female,36,No,No,No,No,0
3545,GKZHYW1283,2782-JEEBU,1,Q3,4,Stayed,No,0,64,3378,,,FIBZBGACI4718,1,Q3,No,0,21,,No,0.0,No,Yes,DSL,9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,0.0,0,0.0,780.15,1,Male,39,No,No,No,No,0
3546,RYGYLI5994,5127-BZENZ,1,Q3,3,Stayed,No,0,26,4775,,,VUTWIINFC8556,1,Q3,Yes,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,0,2224.32,5736.47,1,Female,62,No,No,Yes,No,0
3547,IYCPQJ9524,2720-FVBQP,1,Q3,3,Stayed,No,0,30,3061,,,VSHQOGZAY9184,1,Q3,Yes,1,6,Offer E,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,0,148.98,422.23,1,Female,28,Yes,No,Yes,Yes,1
3548,UWGWRM8861,4522-XRWWI,1,Q3,3,Stayed,No,0,62,4397,,,RMSHDLJGH5161,1,Q3,Yes,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0.0,0,727.02,4102.92,1,Male,30,No,No,Yes,No,0
3549,DJDNLV6573,3766-EJLFL,1,Q3,4,Stayed,No,0,80,6391,,,UKDBQJGLZ8989,1,Q3,Yes,1,68,,Yes,18.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0.0,0,1252.56,8761.11,1,Female,55,No,No,Yes,Yes,3
3550,HXPAYV6667,5939-SXWHM,1,Q3,3,Stayed,No,0,72,2111,,,HHNEIJQKD1715,1,Q3,Yes,1,48,Offer B,Yes,20.73,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,0,995.04,2240.09,1,Male,59,No,No,Yes,Yes,3
3551,HPMOZW7279,7643-RCHXS,1,Q3,4,Stayed,No,0,23,4566,,,BANTWEYEC1618,1,Q3,No,0,63,Offer B,Yes,41.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1263.85,0.0,0,2635.92,3899.77,1,Female,31,No,No,Yes,Yes,3
3552,DERVSX8264,8246-SHFGA,1,Q3,3,Stayed,No,0,78,2842,,,YMTHQBGOA4533,1,Q3,No,0,17,,Yes,34.02,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,385.55,0.0,0,578.34,963.89,1,Male,24,Yes,No,No,No,0
3553,PSKEGJ8325,0620-XEFWH,1,Q3,4,Stayed,No,0,63,5279,,,ACFHVIXNL2676,1,Q3,Yes,1,4,Offer E,Yes,39.04,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,84.2,0.0,0,156.16,240.36,1,Male,41,No,No,Yes,Yes,1
3554,FMLSXQ7964,6485-QXWWE,1,Q3,3,Stayed,No,0,46,4535,,,MDQOBEWCO9941,1,Q3,No,0,62,Offer B,Yes,2.83,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,1638.7,0.0,0,175.46,1814.16,1,Female,51,No,No,No,Yes,3
3555,ZBJTAB5432,7321-VGNKU,1,Q3,3,Joined,No,0,39,4917,,,CDTERTETY4972,1,Q3,Yes,1,2,Offer E,Yes,7.7,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0.0,20,15.4,155.65,1,Female,45,No,No,Yes,No,0
3556,XCMBIV2786,5327-CNLUQ,1,Q3,4,Stayed,No,0,38,2613,,,GIPPRAUPD5393,1,Q3,Yes,1,48,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0.0,0,292.8,4766.25,1,Male,33,No,No,Yes,No,0
3557,RLUNOC9895,7552-KEYGT,1,Q3,4,Stayed,No,0,44,4430,,,POOXXOTKJ7376,1,Q3,Yes,1,27,Offer C,Yes,44.19,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,520.55,0.0,0,1193.13,1713.68,1,Male,53,No,No,Yes,No,0
3558,OVMRDT4357,5816-JMLGY,1,Q3,5,Stayed,No,0,28,6367,,,TGBPQJEXU3189,1,Q3,Yes,4,70,,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.4,5717.85,0.0,0,2784.6,8502.45,1,Female,28,Yes,No,Yes,No,0
3559,QMCDKX8699,2927-QRRQV,1,Q3,4,Stayed,No,0,79,4120,,,XJZZFJRRO9139,1,Q3,Yes,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,0,465.98,4778.48,1,Male,44,No,No,Yes,No,0
3560,FSGVMD5549,6265-SXWBU,1,Q3,4,Stayed,No,0,74,5561,,,UEVHTXFVM4737,1,Q3,Yes,9,69,,Yes,42.45,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0.0,0,2929.05,9440.3,1,Male,35,No,No,Yes,Yes,2
3561,ZZYCAR9142,7941-RCJOW,1,Q3,5,Stayed,No,0,76,4309,,,YIBZYNIEU8422,1,Q3,No,0,65,Offer B,Yes,44.7,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0.0,0,2905.5,4124.15,1,Male,34,No,No,No,No,0
3562,RJASOK3687,2387-KDZQY,1,Q3,4,Stayed,No,0,51,2185,,,REVPAVLIY9151,1,Q3,No,0,17,,Yes,31.6,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0.0,0,537.2,816.7,1,Male,46,No,No,No,No,0
3563,UATIXV7126,3584-WKTTW,1,Q3,4,Stayed,No,0,35,4053,,,NCCPJIPVB6993,1,Q3,Yes,2,51,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,5720.35,0.0,0,2005.32,7725.67,1,Male,23,Yes,No,Yes,No,0
3564,HZAQQV5735,3399-BMLVW,1,Q3,3,Stayed,No,0,75,4994,,,POILUPVQJ6466,1,Q3,Yes,5,51,Offer B,Yes,9.53,No,Yes,DSL,10,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3121.45,0.0,0,486.03,3607.48,1,Male,40,No,No,Yes,No,0
3565,BCFIRH5173,1971-DTCZB,1,Q3,3,Stayed,No,0,54,6091,,,FQAOUTLJW3837,1,Q3,Yes,6,72,,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,0,3070.08,9538.68,1,Female,52,No,No,Yes,No,0
3566,HKDWCX4511,3374-PZLXD,1,Q3,3,Stayed,No,0,73,4136,,,WBRXUSTWD9383,1,Q3,No,0,34,Offer C,Yes,36.52,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,0,1241.68,1917.28,1,Male,31,No,No,No,No,0
3567,MTHFIX8759,3813-DHBBB,1,Q3,3,Stayed,No,0,77,6395,,,DNJSUMHNU8323,1,Q3,Yes,10,67,,No,0.0,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0,0,0.0,3521.7,1,Male,39,No,No,Yes,No,0
3568,KHXVTW4759,2812-REYAT,1,Q3,5,Stayed,No,0,72,5579,,,UIPGSTJTO2961,1,Q3,Yes,3,49,,Yes,22.1,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,923.1,0.0,0,1082.9,2006.0,1,Female,56,No,No,Yes,No,0
3569,UKSGSO6912,6518-PPLMZ,1,Q3,3,Stayed,No,0,73,4497,,,BTPCPDDLN9565,1,Q3,Yes,8,53,,Yes,25.32,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1110.35,0.0,0,1341.96,2452.31,1,Male,38,No,No,Yes,Yes,3
3570,XBBFNU2896,4939-KYYPY,1,Q3,4,Stayed,No,0,23,4818,,,JLHIKSWKZ8196,1,Q3,No,0,27,,Yes,33.94,Yes,Yes,Cable,25,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,1611.65,0.0,0,916.38,2528.03,1,Male,55,No,No,No,No,0
3571,REXAKE3634,5930-GBIWP,1,Q3,4,Stayed,No,0,45,5286,,,RWLIBRVKW5462,1,Q3,No,0,69,,Yes,3.24,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.5,5553.25,0.0,0,223.56,5776.81,1,Male,46,No,No,No,No,0
3572,UVMQKT8788,6022-KOUQO,1,Q3,4,Joined,No,0,22,4998,,,JFZXTAENU9675,1,Q3,Yes,4,2,Offer E,No,0.0,No,Yes,Cable,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.05,44.75,0.0,0,0.0,44.75,1,Female,51,No,No,Yes,Yes,2
3573,LKVKJG9499,2361-UPSND,1,Q3,3,Stayed,No,0,52,5433,,,BAZNTLASE8684,1,Q3,Yes,6,46,,Yes,44.75,No,Yes,DSL,27,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.6,3231.05,0.0,0,2058.5,5289.55,1,Female,45,No,No,Yes,No,0
3574,FSCIWS9316,6035-RIIOM,1,Q3,5,Stayed,No,0,55,4971,,,ZRULMNFJM9856,1,Q3,No,0,54,,Yes,31.55,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,5129.45,0.0,0,1703.7,6833.15,1,Female,39,No,No,No,No,0
3575,HDIEDQ4745,9504-DSHWM,1,Q3,3,Stayed,No,0,58,5924,,,RNCKJAZYP6946,1,Q3,No,0,20,,Yes,33.14,Yes,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.2,1191.2,0.0,130,662.8,1984.0,1,Male,53,No,No,No,No,0
3576,ARNVAW1443,5035-BVCXS,1,Q3,4,Stayed,No,0,70,4278,,,IOAWBMATE5713,1,Q3,No,0,11,,Yes,13.55,No,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.9,866.4,0.0,0,149.05,1015.45,1,Male,20,Yes,No,No,No,0
3577,SOLIEG1641,3533-UVMOM,1,Q3,3,Stayed,No,0,43,5036,,,CXFHLQVCJ5326,1,Q3,Yes,4,68,,Yes,11.94,No,Yes,DSL,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,70.95,4741.45,0.0,0,811.92,5553.37,1,Male,56,No,No,Yes,No,0
3578,IOCDYL5837,1478-VPOAD,1,Q3,5,Joined,No,0,31,4633,,,QHRJUEPFR4358,1,Q3,No,0,1,Offer E,Yes,37.5,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,43.8,0.0,0,37.5,81.3,1,Female,39,No,No,No,No,0
3579,UKMXFW1552,9995-HOTOH,1,Q3,3,Stayed,No,0,20,5639,,,XAYFGNILM3246,1,Q3,Yes,1,63,,No,0.0,No,Yes,Cable,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.0,3707.6,0.0,0,0.0,3707.6,1,Male,36,No,No,Yes,No,0
3580,CQVWKI5666,2988-PLAHS,1,Q3,5,Joined,No,0,67,2754,,,SPAZAQIXG2669,1,Q3,No,0,3,Offer E,Yes,29.51,No,Yes,Cable,17,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,69.95,220.45,0.0,30,88.53,338.98,1,Female,58,No,No,No,No,0
3581,EMWRJG7988,1371-OJCEK,1,Q3,5,Stayed,No,0,70,4200,,,ZGNCUOKLB1279,1,Q3,No,0,48,,Yes,13.67,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.35,1133.7,0.0,0,656.16,1789.86,1,Female,25,Yes,No,No,No,0
3582,YCYJGD4247,4999-IEZLT,1,Q3,3,Stayed,No,0,55,5112,,,TSAYTZMEO2228,1,Q3,No,0,66,,No,0.0,No,Yes,Cable,15,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,29.45,1983.15,0.0,0,0.0,1983.15,1,Male,45,No,No,No,No,0
3583,INPYKZ1612,8883-ANODQ,1,Q3,5,Stayed,No,0,34,5045,,,CVZTAUEMK1154,1,Q3,Yes,3,68,,Yes,24.94,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,84.4,5746.75,0.0,0,1695.92,7442.67,1,Female,44,No,No,Yes,Yes,1
3584,TDFYRN7974,2351-RRBUE,1,Q3,4,Stayed,No,0,70,3575,,,ZTVZJMCVY9142,1,Q3,Yes,2,7,Offer E,Yes,41.64,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.65,134.05,0.0,0,291.48,425.53,1,Female,20,Yes,No,Yes,No,0
3585,ACSLYG8424,5980-BDHPY,1,Q3,3,Stayed,No,0,76,5993,,,ULTFHWHAN7639,1,Q3,Yes,5,72,,Yes,12.02,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.1,6230.1,0.0,0,865.44,7095.54,1,Male,48,No,No,Yes,No,0
3586,WHTUVY5361,1498-DQNRX,1,Q3,4,Stayed,No,0,59,2712,,,WUZDRQEYY5232,1,Q3,No,0,29,,Yes,5.69,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.85,573.05,0.0,0,165.01,738.06,1,Female,46,No,No,Yes,No,0
3587,NSRFOP2554,9469-WEJBT,1,Q3,3,Stayed,No,0,76,3347,,,HHXFQEGQW3112,1,Q3,Yes,4,37,,Yes,6.99,No,Yes,Fiber Optic,22,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.35,3419.3,0.0,150,258.63,3827.93,1,Male,56,No,No,Yes,No,0
3588,ISMGFQ2586,2581-VKIRT,1,Q3,3,Stayed,No,0,35,5631,,,QVSRSGKWV1642,1,Q3,Yes,6,59,,Yes,14.49,Yes,Yes,Cable,25,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,65.5,3801.3,0.0,0,854.91,4656.21,1,Female,57,No,No,Yes,No,0
3589,JIIMDW9421,2851-MMUTZ,1,Q3,3,Stayed,No,0,69,3056,,,OSMYENLLX8854,1,Q3,No,0,27,,Yes,1.31,No,Yes,Cable,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,0.0,0,35.37,1474.72,1,Female,29,Yes,No,No,No,0
3590,BUMXFG9155,3307-TLCUD,1,Q3,3,Stayed,No,0,45,4207,,,ETSNZBTAR1271,1,Q3,Yes,1,17,,No,0.0,No,Yes,Cable,10,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.4,592.75,0.0,0,0.0,592.75,1,Male,36,No,No,Yes,No,0
3591,SDMHDL3866,6625-FLENO,1,Q3,5,Stayed,No,0,20,4927,,,DABJTKASF6282,1,Q3,Yes,9,58,,Yes,18.68,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0.0,0,1083.44,2269.39,1,Male,31,No,No,Yes,No,0
3592,APQVHQ4316,2967-MXRAV,1,Q3,3,Joined,No,0,51,5160,,,LSNEEDNND3393,1,Q3,Yes,9,1,,Yes,43.57,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,18.8,18.8,0.0,0,43.57,62.37,1,Male,29,Yes,No,Yes,No,0
3593,MVDWNZ2644,8189-HBVRW,1,Q3,3,Stayed,No,0,20,5249,,,KZYBUYXUX5483,1,Q3,No,0,53,,Yes,2.51,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,4921.2,0.0,60,133.03,5114.23,1,Female,50,No,No,No,No,0
3594,UGXSPZ6641,4163-KIUHY,1,Q3,4,Stayed,No,0,56,2980,,,ERBJKKEZB3569,1,Q3,No,0,35,,Yes,39.84,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,0.0,0,1394.4,2295.65,1,Male,21,Yes,No,No,No,0
3595,LJCFZP3761,3500-NSDOA,1,Q3,4,Stayed,No,0,61,5540,,,EKSUQYVGF8152,1,Q3,Yes,1,68,,Yes,11.12,Yes,Yes,Cable,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,70.8,4859.95,0.0,0,756.16,5616.11,1,Male,35,No,No,Yes,No,0
3596,BJRWMI3952,1171-TYKUR,1,Q3,3,Stayed,No,0,33,3159,,,EGCJWADRD8149,1,Q3,Yes,1,47,,Yes,10.07,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0.0,0,473.29,1612.49,1,Male,20,Yes,No,Yes,No,0
3597,VUBPEP7656,1219-NNDDO,1,Q3,5,Stayed,No,0,38,4834,,,LMPFXRRVH9971,1,Q3,No,0,9,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0.0,0,381.69,1045.24,1,Female,51,No,No,No,No,0
3598,WWEAYO3465,8388-DMKAE,1,Q3,5,Stayed,No,0,37,2653,,,NIHWVFLOH8292,1,Q3,No,0,8,Offer E,Yes,15.86,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.25,174.65,0.0,0,126.88,301.53,1,Female,41,No,No,No,No,0
3599,DWGHHO2717,4403-BWPAY,1,Q3,4,Stayed,No,0,22,4527,,,WOJMHWOMA9191,1,Q3,No,0,14,,Yes,33.5,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.8,321.7,0.0,0,469.0,790.7,1,Male,40,No,No,No,No,0
3600,IUQGRP7968,9659-QEQSY,1,Q3,3,Stayed,No,0,75,3974,,,MLFZUUTKB3583,1,Q3,No,0,45,,Yes,33.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0.0,0,1517.85,6643.35,1,Female,26,Yes,No,No,No,0
3601,KVGMSJ8365,5405-ZMYXQ,1,Q3,5,Stayed,No,0,57,2142,,,LTUFYCWRD4892,1,Q3,No,0,8,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6,548.9,0.0,0,10.24,559.14,1,Female,21,Yes,No,No,No,0
3602,XAEGNX8962,1442-OKRJE,1,Q3,4,Stayed,No,0,80,4663,,,FFEMBYNIY1949,1,Q3,Yes,7,66,,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0.0,0,2603.7,9635.0,1,Male,40,No,No,Yes,Yes,2
3603,DFFTSW9423,4737-AQCPU,1,Q3,3,Stayed,No,0,42,4658,,,CYIZJZYVS1767,1,Q3,Yes,5,72,,Yes,42.55,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,72.1,5016.65,0.0,0,3063.6,8080.25,1,Male,39,No,No,Yes,No,0
3604,RESDSR7343,2808-CHTDM,1,Q3,5,Stayed,No,0,67,2267,,,UMWCUFSZU5121,1,Q3,Yes,4,23,,Yes,35.86,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.1,611.45,0.0,0,824.78,1436.23,1,Female,47,No,No,Yes,Yes,2
3605,BGTJFL1827,0793-TWELN,1,Q3,3,Stayed,No,0,62,2841,,,OTWMAEDOU3628,1,Q3,No,0,4,Offer E,Yes,6.5,Yes,Yes,Fiber Optic,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,319.85,0.0,0,26.0,345.85,1,Female,27,Yes,No,No,No,0
3606,DELERG6979,3283-WCWXT,1,Q3,3,Stayed,No,0,52,2882,,,VNTIEVGXH1131,1,Q3,Yes,8,6,Offer E,Yes,31.73,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.4,153.3,0.0,0,190.38,343.68,1,Male,58,No,No,Yes,Yes,3
3607,QUFCPU4873,5451-MHQOF,1,Q3,3,Stayed,No,0,78,5623,,,TKKLLWVCV3723,1,Q3,Yes,7,56,,Yes,32.93,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,24.45,1431.65,0.0,0,1844.08,3275.73,1,Male,64,No,No,Yes,No,0
3608,QOUHQK1122,4836-WNFNO,1,Q3,4,Stayed,No,0,35,6126,,,FSUNBHJBE9794,1,Q3,Yes,7,72,,Yes,39.98,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1849.2,0.0,0,2878.56,4727.76,1,Female,56,No,No,Yes,No,0
3609,HONPXI2856,9225-BZLNZ,1,Q3,3,Stayed,No,0,52,6275,,,RKTYSBZDR1676,1,Q3,Yes,9,72,,Yes,16.58,Yes,Yes,DSL,30,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.25,6083.1,0.0,0,1193.76,7276.86,1,Male,64,No,No,Yes,No,0
3610,ARDIGK4717,0354-VXMJC,1,Q3,5,Stayed,No,0,35,4617,,,EHQWJLEQI2569,1,Q3,Yes,10,23,,Yes,34.04,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,426.65,0.0,0,782.92,1209.57,1,Male,60,No,No,Yes,Yes,3
3611,PFNTFR6891,4422-QVIJA,1,Q3,3,Stayed,No,0,74,5879,,,TECLXXCMS2964,1,Q3,No,0,35,,Yes,38.82,Yes,Yes,DSL,19,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,50.15,1655.35,0.0,130,1358.7,3144.05,1,Female,52,No,No,No,Yes,1
3612,CAPACO3738,8332-OSJDW,1,Q3,4,Stayed,No,0,65,3277,,,RQTREOPZI3549,1,Q3,Yes,5,12,,Yes,45.15,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,26.4,314.95,0.0,0,541.8,856.75,1,Male,54,No,No,Yes,No,0
